Year,Quarter,Geography,Total Telehealth Eligible Users,Total Medicare Part B Enrollment,Total Telehealth Users,Pct_Telehealth,Real_GDP,Total_Population,Total_Male_Population%,Total_Female_Population%,Population_Under5%,Population5_17%,Population18_24%,Population25_34%,Population35_44%,Population45_54%,Population55_64%,Population65_74%,Population_Over75%,Less_Than_High_School_Diploma%,High_School_Graduate%,Some_College_or_Associate Degree%,Bachelor_Degree%,Graduate_Or_Professional_Degree%,UnemploymentRate%,Private_Health_Insurance%,Public_Health_Insurance_Coverage%,No_Health_Insurance_Coverage%,Povery_Rate%,White,Black,Hispanic,Asian,American Indian or Alaska Native,Multiple Races
2020,3,Louisiana,341983.0,449883.66667,78935.0,0.2308,228951.3,4648794,48.8,51.2,6.3,17.0,9.1,13.8,13.1,11.7,13.0,9.6,6.4,14.0,33.9,27.0,16.0,8.9,5.5,57.8,44.3,8.9,19.0,0.588,0.319,0.052,0.017,0.005,0.019
2020,3,Maine,121052.0,172467.0,30431.0,0.2514,67410.9,1344212,48.8,51.2,4.7,13.7,7.9,12.2,11.4,13.1,15.7,12.6,8.7,6.8,31.4,28.6,20.8,12.4,3.5,69.5,38.6,8.0,10.9,0.932,0.014,0.017,0.011,0.007,0.019
2020,3,Maryland,590730.0,780907.66667,214369.0,0.3629,388782.8,6045680,48.4,51.6,5.9,16.1,8.8,13.6,13.0,13.2,13.6,9.3,6.5,9.6,24.6,24.9,21.8,19.1,4.5,74.0,33.5,6.0,9.0,0.499,0.296,0.106,0.064,0.002,0.032
2020,3,Massachusetts,658176.0,853892.0,307837.0,0.4677,559765.0,6892503,48.5,51.5,5.2,14.5,10.0,14.4,12.3,13.0,13.7,9.8,7.2,8.7,23.9,22.5,24.7,20.3,3.9,74.3,36.1,3.0,9.4,0.705,0.07,0.124,0.067,0.002,0.032
2020,3,Michigan,720097.0,966063.66667,171846.0,0.2386,501893.8,9986857,49.2,50.8,5.7,15.8,9.5,13.0,11.8,12.5,14.0,10.4,7.3,8.6,29.1,32.2,18.2,11.9,5.0,71.0,38.8,5.8,13.0,0.749,0.134,0.053,0.032,0.005,0.027
2020,3,Minnesota,324041.0,461524.66667,103705.0,0.32,357475.6,5639632,49.7,50.3,6.2,16.9,8.7,13.6,13.0,11.9,13.4,9.5,6.9,6.4,24.4,31.9,24.5,12.7,3.2,75.9,32.9,4.9,9.0,0.791,0.064,0.056,0.049,0.009,0.03
2020,3,Mississippi,334004.0,426349.0,76940.0,0.2304,110322.8,2976149,48.2,51.8,6.0,17.4,10.0,12.4,12.8,12.1,12.9,9.7,6.6,14.7,30.2,32.8,13.7,8.6,6.6,58.7,39.4,13.0,19.6,0.566,0.376,0.03,0.01,0.004,0.014
2020,3,Missouri,491573.0,655952.66667,87594.0,0.1782,315332.6,6137428,49.0,51.0,6.0,16.4,9.1,13.4,12.3,11.9,13.6,9.9,7.3,9.3,31.1,29.3,18.4,11.8,3.8,69.7,32.2,10.0,12.9,0.794,0.112,0.043,0.021,0.004,0.026
2020,3,Montana,115789.0,172153.0,16948.0,0.1464,49981.4,1068778,50.3,49.7,5.5,15.7,9.4,12.5,12.4,11.0,14.2,11.8,7.6,5.8,28.4,32.2,23.1,10.5,4.1,66.3,40.6,8.3,12.6,0.861,0.006,0.037,0.008,0.061,0.028
2020,3,Nebraska,185519.0,254450.66667,23994.0,0.1293,126734.9,1934408,50.0,50.0,6.7,17.9,9.7,13.3,12.6,11.2,12.5,9.3,6.9,8.0,25.7,33.1,21.8,11.4,3.3,75.2,28.3,8.3,9.9,0.785,0.048,0.113,0.024,0.008,0.021
2020,3,Nevada,190862.0,274622.66667,52568.0,0.2754,166077.0,3080156,50.2,49.8,6.0,16.4,8.2,14.6,13.3,12.9,12.4,9.9,6.2,13.1,27.8,33.4,16.7,9.0,5.1,65.0,33.8,11.4,12.5,0.478,0.092,0.293,0.085,0.009,0.037
2020,3,New Hampshire,151119.0,208144.66667,46893.0,0.3103,83152.6,1359711,49.5,50.5,4.7,14.1,9.1,12.6,11.7,13.4,15.8,11.2,7.4,6.7,28.1,27.6,22.9,14.7,3.0,75.6,32.1,6.3,7.3,0.898,0.013,0.039,0.026,0.004,0.021
2020,3,New Jersey,731992.0,939253.0,214838.0,0.2935,597221.4,8882190,48.9,51.1,5.8,16.1,8.5,12.9,12.9,13.5,13.8,9.4,7.2,9.7,26.9,22.2,25.1,16.1,4.7,71.7,31.7,7.9,9.2,0.545,0.124,0.21,0.096,0.001,0.024
2020,3,New Mexico,152947.0,227352.0,55490.0,0.3628,97622.4,2096829,49.4,50.6,5.6,17.0,9.4,13.3,12.5,11.2,13.0,10.7,7.3,14.1,26.4,31.8,15.5,12.2,5.5,53.7,50.1,10.0,18.2,0.367,0.017,0.495,0.016,0.087,0.018
2020,3,New York,1337081.0,1724973.0,401748.0,0.3005,1656784.8,19453561,48.6,51.4,5.8,14.9,9.1,14.7,12.5,12.7,13.4,9.6,7.4,12.4,25.8,24.0,21.2,16.6,4.4,67.5,39.6,5.2,13.0,0.552,0.14,0.193,0.086,0.002,0.027
2020,3,North Carolina,841314.0,1089141.3333,199667.0,0.2373,564504.4,10488084,48.6,51.4,5.7,16.2,9.6,13.4,12.5,13.0,13.0,10.0,6.7,11.4,25.6,30.7,20.5,11.8,4.6,66.6,34.9,11.3,13.6,0.627,0.209,0.097,0.029,0.011,0.026
2020,3,North Dakota,69423.0,97175.0,8711.0,0.1255,55850.6,762062,51.0,49.0,6.6,16.6,10.6,15.4,12.6,10.0,12.3,8.8,6.9,6.5,26.7,36.4,21.5,8.9,2.6,79.1,27.2,6.9,10.6,0.841,0.024,0.04,0.014,0.052,0.026
2020,3,Ohio,838074.0,1107954.0,190362.0,0.2271,655243.3,11689100,49.0,51.0,5.9,16.2,9.1,13.2,12.0,12.4,13.7,10.2,7.3,9.2,32.6,28.9,18.2,11.1,4.6,68.9,37.2,6.6,13.1,0.786,0.122,0.04,0.023,0.001,0.028
2020,3,Oklahoma,378987.0,498675.0,81659.0,0.2155,191560.9,3956971,49.6,50.4,6.3,17.7,9.7,13.6,12.7,11.4,12.5,9.3,6.7,11.6,31.5,30.7,17.1,9.1,4.4,63.9,34.5,14.3,15.2,0.65,0.069,0.111,0.021,0.077,0.071
2020,3,Oregon,267292.0,400406.0,79018.0,0.2956,237424.2,4217737,49.5,50.5,5.3,15.2,8.7,14.1,13.7,12.1,12.7,11.1,7.1,8.6,23.0,33.8,21.0,13.5,5.0,68.0,38.5,7.2,11.4,0.75,0.018,0.134,0.047,0.009,0.04
2020,3,Pennsylvania,1005693.0,1313527.0,250933.0,0.2495,736381.3,12801989,49.0,51.0,5.4,15.1,8.9,13.3,11.9,12.5,14.1,10.6,8.1,9.0,34.4,24.3,19.5,12.8,4.5,71.9,37.6,5.8,12.0,0.76,0.104,0.078,0.035,0.001,0.023
2020,3,Rhode Island,72442.0,93869.666667,28229.0,0.3897,58231.7,1059361,48.8,51.2,5.2,14.0,10.3,14.0,11.7,12.8,14.3,10.1,7.5,10.7,28.4,26.0,20.9,13.9,4.2,73.3,36.2,4.1,10.8,0.705,0.059,0.166,0.033,0.002,0.033
2020,3,South Carolina,527880.0,671671.33333,115311.0,0.2184,233650.1,5148714,48.3,51.7,5.6,16.0,9.2,13.0,12.2,12.3,13.5,11.1,7.1,11.7,28.5,30.2,18.4,11.2,4.7,66.3,37.1,10.8,13.8,0.637,0.262,0.057,0.017,0.003,0.022
2020,3,South Dakota,87344.0,125040.66667,14712.0,0.1684,52770.7,884659,50.8,49.2,6.7,17.7,9.2,12.9,12.0,10.9,13.2,10.2,7.2,7.9,30.0,32.4,20.6,9.1,3.0,71.8,30.7,10.2,11.9,0.819,0.022,0.037,0.013,0.084,0.024
2020,3,Tennessee,540303.0,701587.66667,81471.0,0.1508,367863.6,6829174,48.7,51.3,6.0,16.2,9.1,13.7,12.4,12.8,13.2,10.0,6.7,12.0,31.5,27.7,18.0,10.7,4.5,66.1,36.2,10.1,13.9,0.736,0.164,0.057,0.018,0.003,0.022
2020,3,Texas,1532082.0,2094100.6667,536244.0,0.35,1773657.1,28995881,49.6,50.4,6.8,18.7,9.7,14.6,13.7,12.3,11.3,7.8,5.1,15.4,25.2,28.7,20.0,10.8,4.4,61.8,28.3,18.4,13.6,0.411,0.117,0.4,0.05,0.003,0.019
2020,3,Utah,151555.0,211890.66667,35024.0,0.2311,194750.2,3205958,50.2,49.8,7.7,21.3,11.4,14.7,13.8,10.3,9.4,6.8,4.6,7.0,23.1,35.1,23.4,11.3,3.2,78.5,20.7,9.7,8.9,0.778,0.01,0.144,0.023,0.01,0.027
2020,3,Vermont,83951.0,117079.0,27693.0,0.3299,32252.7,623989,49.5,50.5,4.7,13.5,10.4,12.3,11.3,12.5,15.2,12.1,8.0,6.9,29.0,25.4,22.7,16.0,3.4,68.8,42.0,4.5,10.2,0.928,0.011,0.018,0.016,0.007,0.02
2020,3,Virginia,769618.0,1007851.6667,194710.0,0.253,534532.3,8535519,49.2,50.8,5.9,15.9,9.4,13.8,13.2,12.8,13.1,9.5,6.4,10.0,23.6,26.8,22.4,17.2,4.0,74.6,30.7,7.9,9.9,0.613,0.189,0.096,0.067,0.002,0.033
2020,3,Washington,517238.0,765374.0,125036.0,0.2417,589156.8,7614893,50.0,50.0,6.0,15.9,8.7,15.3,13.6,12.2,12.6,9.7,6.2,8.3,22.1,32.6,22.8,14.2,4.6,71.1,35.2,6.6,9.8,0.675,0.038,0.13,0.089,0.011,0.05
2020,3,West Virginia,183695.0,245914.0,40811.0,0.2222,74553.8,1792147,49.4,50.6,5.1,14.9,8.5,11.8,12.3,12.6,14.3,12.1,8.4,12.9,40.2,25.8,12.6,8.4,6.0,62.6,47.5,6.7,16.0,0.925,0.032,0.014,0.008,0.002,0.018
2020,3,Wisconsin,398831.0,570067.33333,83071.0,0.2083,322470.6,5822434,49.7,50.3,5.6,16.1,9.3,12.7,12.3,12.4,14.2,10.3,7.2,7.2,30.5,30.9,20.7,10.7,3.2,74.3,33.2,5.7,10.4,0.811,0.062,0.071,0.03,0.007,0.02
2020,3,Wyoming,67263.0,99922.333333,8659.0,0.1287,36198.2,578759,51.1,48.9,5.7,17.5,9.5,13.2,12.7,11.0,13.3,10.5,6.6,5.5,30.1,35.3,18.8,10.4,3.6,71.6,29.2,12.3,10.1,0.838,0.01,0.101,0.006,0.022,0.021
2020,4,Alabama,380832.0,500183.33333,78313.0,0.2056,222288.8,4903185,48.3,51.7,5.8,16.3,9.3,13.0,12.4,12.4,13.3,10.3,7.1,12.9,30.9,29.8,16.3,10.0,4.9,66.9,37.3,9.7,15.5,0.654,0.265,0.044,0.014,0.004,0.019
2020,4,Alaska,55877.0,92132.0,19544.0,0.3498,50332.8,731545,52.0,48.0,7.0,17.6,9.3,16.1,12.7,12.0,13.0,8.4,4.0,6.4,28.7,34.6,18.5,11.7,5.8,64.8,35.2,12.2,10.1,0.6,0.022,0.07,0.06,0.151,0.083
2020,4,Arizona,505120.0,687802.66667,155010.0,0.3069,365027.7,7278717,49.7,50.3,5.9,16.7,9.5,13.8,12.3,11.7,12.1,10.3,7.6,12.4,23.7,33.7,18.8,11.3,5.1,62.7,38.4,11.3,13.5,0.542,0.043,0.318,0.033,0.039,0.024
2020,4,Arkansas,305097.0,407135.0,63613.0,0.2085,128340.9,3017804,48.9,51.1,6.1,17.1,9.4,12.8,12.5,12.0,12.8,10.1,7.3,12.5,34.9,29.3,15.1,8.3,4.8,59.3,44.0,9.1,16.2,0.721,0.152,0.078,0.016,0.006,0.024
2020,4,California,2055551.0,2956787.3333,877449.0,0.4269,2933320.2,39512223,49.7,50.3,6.0,16.5,9.3,15.3,13.4,12.6,12.1,8.6,6.2,16.0,20.6,28.4,21.9,13.1,5.1,63.9,37.8,7.7,11.8,0.364,0.053,0.395,0.147,0.004,0.033
2020,4,Colorado,309337.0,454902.0,91378.0,0.2954,380188.8,5758736,50.4,49.6,5.7,16.1,9.2,15.8,14.0,12.2,12.4,9.1,5.6,7.6,21.0,28.7,26.6,16.0,3.7,70.9,31.5,8.0,9.3,0.678,0.038,0.218,0.032,0.005,0.028
2020,4,Connecticut,243550.0,314350.66667,79013.0,0.3244,260765.2,3565287,48.9,51.1,5.1,15.3,9.6,12.5,12.0,13.5,14.5,9.9,7.8,9.3,26.8,24.1,22.0,17.8,5.3,69.4,37.1,5.9,10.0,0.657,0.1,0.169,0.046,0.002,0.026
2020,4,Delaware,126243.0,160137.33333,43619.0,0.3455,72506.8,973764,48.3,51.7,5.6,15.4,8.5,13.2,11.7,12.2,14.1,11.6,7.9,9.7,30.2,26.9,19.5,13.7,4.6,70.9,39.5,6.6,11.3,0.614,0.218,0.097,0.039,0.003,0.028
2020,4,District of Columbia,40510.0,57880.0,15656.0,0.3865,137640.8,705749,47.4,52.6,6.4,11.7,10.3,23.3,15.4,10.6,9.9,7.2,5.2,8.1,15.8,16.4,25.7,34.0,6.3,72.6,34.2,3.5,13.5,0.367,0.45,0.112,0.037,0.003,0.031
2020,4,Florida,1684266.0,2120299.3333,419017.0,0.2488,1069758.8,21477737,48.9,51.1,5.3,14.4,8.2,12.9,12.2,12.6,13.5,11.5,9.5,11.6,28.4,29.3,19.3,11.4,4.5,62.5,36.8,13.2,12.7,0.53,0.15,0.266,0.027,0.002,0.024
2020,4,Georgia,666904.0,883010.66667,134832.0,0.2022,604745.9,10617423,48.7,51.3,6.0,17.5,9.7,13.7,13.2,13.2,12.2,8.8,5.6,12.1,27.4,28.0,19.9,12.6,4.8,65.8,31.4,13.4,13.3,0.52,0.313,0.098,0.041,0.002,0.025
2020,4,Hawaii,76529.0,111396.66667,26756.0,0.3496,79840.1,1415872,50.0,50.0,6.0,15.2,8.4,13.8,13.1,11.9,12.6,10.8,8.2,7.6,27.4,31.3,22.1,11.6,3.9,76.1,36.3,4.2,9.3,0.204,0.012,0.103,0.394,0.001,0.184
2020,4,Idaho,133561.0,196160.33333,27533.0,0.2061,82717.4,1787065,50.3,49.7,6.5,18.7,9.3,13.1,12.6,11.3,12.3,9.7,6.4,8.5,26.1,36.6,18.8,9.9,3.3,70.0,32.5,10.8,11.2,0.816,0.007,0.129,0.012,0.009,0.026
2020,4,Illinois,1021484.0,1391486.6667,267648.0,0.262,810200.9,12671821,49.1,50.9,5.9,16.4,9.2,13.8,13.0,12.6,13.1,9.3,6.8,10.2,25.9,28.1,21.7,14.1,4.8,70.1,33.5,7.4,11.5,0.609,0.136,0.176,0.056,0.001,0.022
2020,4,Indiana,547200.0,732859.66667,132850.0,0.2428,359787.3,6732219,49.3,50.7,6.2,17.1,9.8,13.2,12.3,12.3,13.0,9.5,6.6,10.4,33.9,28.7,17.3,9.7,4.2,69.5,33.7,8.7,11.9,0.786,0.092,0.072,0.024,0.002,0.023
2020,4,Iowa,320512.0,436421.66667,67229.0,0.2098,186328.2,3155070,49.8,50.2,6.0,16.8,9.8,12.7,12.4,11.4,13.3,9.9,7.7,7.4,31.0,32.3,19.8,9.5,3.7,73.2,36.1,5.0,11.2,0.853,0.039,0.063,0.023,0.003,0.019
2020,4,Kansas,286692.0,388321.66667,54177.0,0.189,168056.8,2913314,49.6,50.4,6.3,17.7,10.1,13.0,12.5,11.2,12.8,9.4,7.0,8.2,26.3,31.5,21.6,12.4,3.8,74.4,29.6,9.2,11.4,0.757,0.055,0.122,0.028,0.006,0.032
2020,4,Kentucky,386915.0,513947.66667,104160.0,0.2692,206049.6,4467673,49.2,50.8,6.1,16.3,9.3,12.9,12.5,12.6,13.4,10.2,6.7,12.8,33.2,28.8,14.9,10.3,4.8,63.7,43.2,6.4,16.3,0.845,0.08,0.037,0.016,0.001,0.02
2020,4,Louisiana,340502.0,449543.0,58765.0,0.1726,228951.3,4648794,48.8,51.2,6.3,17.0,9.1,13.8,13.1,11.7,13.0,9.6,6.4,14.0,33.9,27.0,16.0,8.9,5.5,57.8,44.3,8.9,19.0,0.588,0.319,0.052,0.017,0.005,0.019
2020,4,Maine,118969.0,171514.33333,31679.0,0.2663,67410.9,1344212,48.8,51.2,4.7,13.7,7.9,12.2,11.4,13.1,15.7,12.6,8.7,6.8,31.4,28.6,20.8,12.4,3.5,69.5,38.6,8.0,10.9,0.932,0.014,0.017,0.011,0.007,0.019
2020,4,Maryland,590560.0,784134.33333,204520.0,0.3463,388782.8,6045680,48.4,51.6,5.9,16.1,8.8,13.6,13.0,13.2,13.6,9.3,6.5,9.6,24.6,24.9,21.8,19.1,4.5,74.0,33.5,6.0,9.0,0.499,0.296,0.106,0.064,0.002,0.032
2020,4,Massachusetts,657499.0,855528.0,296089.0,0.4503,559765.0,6892503,48.5,51.5,5.2,14.5,10.0,14.4,12.3,13.0,13.7,9.8,7.2,8.7,23.9,22.5,24.7,20.3,3.9,74.3,36.1,3.0,9.4,0.705,0.07,0.124,0.067,0.002,0.032
2020,4,Michigan,707615.0,965438.33333,206412.0,0.2917,501893.8,9986857,49.2,50.8,5.7,15.8,9.5,13.0,11.8,12.5,14.0,10.4,7.3,8.6,29.1,32.2,18.2,11.9,5.0,71.0,38.8,5.8,13.0,0.749,0.134,0.053,0.032,0.005,0.027
2020,4,Minnesota,318741.0,462313.33333,104179.0,0.3268,357475.6,5639632,49.7,50.3,6.2,16.9,8.7,13.6,13.0,11.9,13.4,9.5,6.9,6.4,24.4,31.9,24.5,12.7,3.2,75.9,32.9,4.9,9.0,0.791,0.064,0.056,0.049,0.009,0.03
2020,4,Mississippi,329979.0,425085.0,61026.0,0.1849,110322.8,2976149,48.2,51.8,6.0,17.4,10.0,12.4,12.8,12.1,12.9,9.7,6.6,14.7,30.2,32.8,13.7,8.6,6.6,58.7,39.4,13.0,19.6,0.566,0.376,0.03,0.01,0.004,0.014
2020,4,Missouri,481539.0,654966.33333,93954.0,0.1951,315332.6,6137428,49.0,51.0,6.0,16.4,9.1,13.4,12.3,11.9,13.6,9.9,7.3,9.3,31.1,29.3,18.4,11.8,3.8,69.7,32.2,10.0,12.9,0.794,0.112,0.043,0.021,0.004,0.026
2020,4,Montana,113623.0,173255.66667,23648.0,0.2081,49981.4,1068778,50.3,49.7,5.5,15.7,9.4,12.5,12.4,11.0,14.2,11.8,7.6,5.8,28.4,32.2,23.1,10.5,4.1,66.3,40.6,8.3,12.6,0.861,0.006,0.037,0.008,0.061,0.028
2020,4,Nebraska,181221.0,254735.66667,29310.0,0.1617,126734.9,1934408,50.0,50.0,6.7,17.9,9.7,13.3,12.6,11.2,12.5,9.3,6.9,8.0,25.7,33.1,21.8,11.4,3.3,75.2,28.3,8.3,9.9,0.785,0.048,0.113,0.024,0.008,0.021
2020,4,Nevada,189447.0,275824.0,52616.0,0.2777,166077.0,3080156,50.2,49.8,6.0,16.4,8.2,14.6,13.3,12.9,12.4,9.9,6.2,13.1,27.8,33.4,16.7,9.0,5.1,65.0,33.8,11.4,12.5,0.478,0.092,0.293,0.085,0.009,0.037
2020,4,New Hampshire,150310.0,208905.66667,46318.0,0.3081,83152.6,1359711,49.5,50.5,4.7,14.1,9.1,12.6,11.7,13.4,15.8,11.2,7.4,6.7,28.1,27.6,22.9,14.7,3.0,75.6,32.1,6.3,7.3,0.898,0.013,0.039,0.026,0.004,0.021
2020,4,New Jersey,736686.0,942642.33333,215296.0,0.2922,597221.4,8882190,48.9,51.1,5.8,16.1,8.5,12.9,12.9,13.5,13.8,9.4,7.2,9.7,26.9,22.2,25.1,16.1,4.7,71.7,31.7,7.9,9.2,0.545,0.124,0.21,0.096,0.001,0.024
2020,4,New Mexico,149856.0,228007.0,60409.0,0.4031,97622.4,2096829,49.4,50.6,5.6,17.0,9.4,13.3,12.5,11.2,13.0,10.7,7.3,14.1,26.4,31.8,15.5,12.2,5.5,53.7,50.1,10.0,18.2,0.367,0.017,0.495,0.016,0.087,0.018
2020,4,New York,1342604.0,1729465.0,401756.0,0.2992,1656784.8,19453561,48.6,51.4,5.8,14.9,9.1,14.7,12.5,12.7,13.4,9.6,7.4,12.4,25.8,24.0,21.2,16.6,4.4,67.5,39.6,5.2,13.0,0.552,0.14,0.193,0.086,0.002,0.027
2020,4,North Carolina,834640.0,1089382.0,187744.0,0.2249,564504.4,10488084,48.6,51.4,5.7,16.2,9.6,13.4,12.5,13.0,13.0,10.0,6.7,11.4,25.6,30.7,20.5,11.8,4.6,66.6,34.9,11.3,13.6,0.627,0.209,0.097,0.029,0.011,0.026
2020,4,North Dakota,67981.0,97330.333333,9280.0,0.1365,55850.6,762062,51.0,49.0,6.6,16.6,10.6,15.4,12.6,10.0,12.3,8.8,6.9,6.5,26.7,36.4,21.5,8.9,2.6,79.1,27.2,6.9,10.6,0.841,0.024,0.04,0.014,0.052,0.026
2020,4,Ohio,824499.0,1109388.0,219643.0,0.2664,655243.3,11689100,49.0,51.0,5.9,16.2,9.1,13.2,12.0,12.4,13.7,10.2,7.3,9.2,32.6,28.9,18.2,11.1,4.6,68.9,37.2,6.6,13.1,0.786,0.122,0.04,0.023,0.001,0.028
2020,4,Oklahoma,371726.0,498981.0,89720.0,0.2414,191560.9,3956971,49.6,50.4,6.3,17.7,9.7,13.6,12.7,11.4,12.5,9.3,6.7,11.6,31.5,30.7,17.1,9.1,4.4,63.9,34.5,14.3,15.2,0.65,0.069,0.111,0.021,0.077,0.071
2020,4,Oregon,267785.0,402848.33333,80916.0,0.3022,237424.2,4217737,49.5,50.5,5.3,15.2,8.7,14.1,13.7,12.1,12.7,11.1,7.1,8.6,23.0,33.8,21.0,13.5,5.0,68.0,38.5,7.2,11.4,0.75,0.018,0.134,0.047,0.009,0.04
2020,4,Pennsylvania,993539.0,1318563.6667,278061.0,0.2799,736381.3,12801989,49.0,51.0,5.4,15.1,8.9,13.3,11.9,12.5,14.1,10.6,8.1,9.0,34.4,24.3,19.5,12.8,4.5,71.9,37.6,5.8,12.0,0.76,0.104,0.078,0.035,0.001,0.023
2020,4,Rhode Island,71376.0,94062.0,29846.0,0.4182,58231.7,1059361,48.8,51.2,5.2,14.0,10.3,14.0,11.7,12.8,14.3,10.1,7.5,10.7,28.4,26.0,20.9,13.9,4.2,73.3,36.2,4.1,10.8,0.705,0.059,0.166,0.033,0.002,0.033
2020,4,South Carolina,524486.0,671766.33333,97876.0,0.1866,233650.1,5148714,48.3,51.7,5.6,16.0,9.2,13.0,12.2,12.3,13.5,11.1,7.1,11.7,28.5,30.2,18.4,11.2,4.7,66.3,37.1,10.8,13.8,0.637,0.262,0.057,0.017,0.003,0.022
2020,4,South Dakota,86278.0,125395.66667,16470.0,0.1909,52770.7,884659,50.8,49.2,6.7,17.7,9.2,12.9,12.0,10.9,13.2,10.2,7.2,7.9,30.0,32.4,20.6,9.1,3.0,71.8,30.7,10.2,11.9,0.819,0.022,0.037,0.013,0.084,0.024
2020,4,Tennessee,533802.0,701422.33333,83217.0,0.1559,367863.6,6829174,48.7,51.3,6.0,16.2,9.1,13.7,12.4,12.8,13.2,10.0,6.7,12.0,31.5,27.7,18.0,10.7,4.5,66.1,36.2,10.1,13.9,0.736,0.164,0.057,0.018,0.003,0.022
2020,4,Texas,1535829.0,2096657.3333,461915.0,0.3008,1773657.1,28995881,49.6,50.4,6.8,18.7,9.7,14.6,13.7,12.3,11.3,7.8,5.1,15.4,25.2,28.7,20.0,10.8,4.4,61.8,28.3,18.4,13.6,0.411,0.117,0.4,0.05,0.003,0.019
2020,4,Utah,150734.0,212552.66667,36604.0,0.2428,194750.2,3205958,50.2,49.8,7.7,21.3,11.4,14.7,13.8,10.3,9.4,6.8,4.6,7.0,23.1,35.1,23.4,11.3,3.2,78.5,20.7,9.7,8.9,0.778,0.01,0.144,0.023,0.01,0.027
2020,4,Vermont,82915.0,117519.33333,26576.0,0.3205,32252.7,623989,49.5,50.5,4.7,13.5,10.4,12.3,11.3,12.5,15.2,12.1,8.0,6.9,29.0,25.4,22.7,16.0,3.4,68.8,42.0,4.5,10.2,0.928,0.011,0.018,0.016,0.007,0.02
2020,4,Virginia,758540.0,1009422.6667,180248.0,0.2376,534532.3,8535519,49.2,50.8,5.9,15.9,9.4,13.8,13.2,12.8,13.1,9.5,6.4,10.0,23.6,26.8,22.4,17.2,4.0,74.6,30.7,7.9,9.9,0.613,0.189,0.096,0.067,0.002,0.033
2020,4,Washington,516030.0,768325.33333,129101.0,0.2502,589156.8,7614893,50.0,50.0,6.0,15.9,8.7,15.3,13.6,12.2,12.6,9.7,6.2,8.3,22.1,32.6,22.8,14.2,4.6,71.1,35.2,6.6,9.8,0.675,0.038,0.13,0.089,0.011,0.05
2020,4,West Virginia,179132.0,245687.33333,45650.0,0.2548,74553.8,1792147,49.4,50.6,5.1,14.9,8.5,11.8,12.3,12.6,14.3,12.1,8.4,12.9,40.2,25.8,12.6,8.4,6.0,62.6,47.5,6.7,16.0,0.925,0.032,0.014,0.008,0.002,0.018
2020,4,Wisconsin,389199.0,571410.0,94670.0,0.2432,322470.6,5822434,49.7,50.3,5.6,16.1,9.3,12.7,12.3,12.4,14.2,10.3,7.2,7.2,30.5,30.9,20.7,10.7,3.2,74.3,33.2,5.7,10.4,0.811,0.062,0.071,0.03,0.007,0.02
2020,4,Wyoming,66713.0,100766.33333,12326.0,0.1848,36198.2,578759,51.1,48.9,5.7,17.5,9.5,13.2,12.7,11.0,13.3,10.5,6.6,5.5,30.1,35.3,18.8,10.4,3.6,71.6,29.2,12.3,10.1,0.838,0.01,0.101,0.006,0.022,0.021
2021,1,Alabama,356229.0,462168.0,68975.0,0.1936,233726.6,5039877,48.5,51.5,5.8,16.5,9.3,12.6,12.7,12.3,13.4,10.7,6.9,12.1,31.3,29.2,16.6,10.9,5.3,66.4,37.3,9.9,16.1,0.644,0.255,0.047,0.013,0.004,0.037
2021,1,Alaska,56799.0,91580.0,16849.0,0.2966,51454.1,732673,52.3,47.7,6.3,18.2,9.2,15.3,14.1,11.3,12.2,9.2,4.2,6.7,27.9,32.6,20.9,11.9,7.0,64.2,37.6,11.4,10.5,0.579,0.026,0.067,0.07,0.138,0.105
2021,1,Arizona,490388.0,660750.33333,156246.0,0.3186,395035.9,7276316,49.9,50.1,5.5,16.7,9.4,13.8,12.6,11.7,12.1,10.8,7.6,11.0,23.5,33.1,19.8,12.6,5.8,63.2,39.0,10.7,12.8,0.521,0.041,0.324,0.033,0.033,0.047
2021,1,Arkansas,287703.0,386784.33333,60503.0,0.2103,137463.6,3025891,49.4,50.6,5.9,17.3,9.4,12.7,12.7,11.8,12.8,10.4,7.0,11.3,34.1,29.3,15.9,9.4,5.5,59.0,44.4,9.2,16.3,0.683,0.144,0.083,0.014,0.004,0.068
2021,1,California,2035188.0,2860367.6667,911409.0,0.4478,3154188.6,39237836,50.0,50.0,5.6,16.7,9.1,14.9,13.8,12.6,12.2,9.1,6.1,15.6,20.7,27.5,22.1,14.0,8.3,63.7,39.3,7.0,12.3,0.342,0.051,0.403,0.151,0.002,0.047
2021,1,Colorado,301348.0,436780.33333,77788.0,0.2581,406451.9,5812069,50.6,49.4,5.3,16.1,9.0,15.5,14.6,12.2,12.1,9.6,5.5,7.6,20.1,27.9,27.4,17.0,5.3,70.1,33.3,8.0,9.7,0.653,0.036,0.222,0.031,0.003,0.053
2021,1,Connecticut,233802.0,300223.33333,74141.0,0.3171,269838.7,3605597,49.0,51.0,4.9,15.2,9.5,12.5,12.5,12.8,14.4,10.5,7.5,8.9,25.5,23.5,23.2,18.9,6.7,69.2,37.7,5.2,10.1,0.628,0.097,0.178,0.047,0.001,0.049
2021,1,Delaware,122811.0,154257.0,43996.0,0.3582,74657.1,1003384,48.4,51.6,5.3,15.5,8.3,12.8,12.2,11.5,14.3,12.5,7.6,8.6,28.3,27.4,20.6,15.0,5.6,71.2,40.1,5.7,11.6,0.595,0.203,0.102,0.041,0.004,0.057
